doc_id,annotator,notes
GT-012,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. Sin embargo, la coherencia organizacional se reduce debido a la repetición de términos y la falta de transiciones claras. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué la prevención en salud bucal es importante en este contexto. La consistencia metodológica se reduce porque la conclusión afirma una mejora significativa, pero los resultados no especifican si esta mejora fue estadísticamente significativa."
GT-013,A1,"D2=3 por la enumeracion repetitiva de cargas promedio. D4=2: compara capacidades de anclaje (1,1 / 1,4 / 1,5 / 1,6 t/pie) sin numero de pruebas, dispersion ni contraste estadistico, y el objetivo condiciona la comparacion a 'una determinada calidad del macizo rocoso' que luego no se usa para estratificar los resultados."
GT-013,A2,"Enumeracion repetitiva de cargas que dificulta la lectura. Las diferencias entre sistemas son pequenas (1,5 frente a 1,6 t/pie) y la recomendacion final se apoya en promedios sin numero de ensayos ni contraste estadistico."
GT-013,gpt-oss-20b#r1,No explicit context provided; only location and rock quality mentioned.
GT-013,gpt-oss-20b#r2,"Resumen es párrafo único, sin encabezados, con flujo coherente."
GT-013,gpt-oss-20b#r3,"No se reportaron pruebas estadísticas, pero no afecta la consistencia."
GT-013,mistral-7b#r2,El objetivo es implícito pero inequívoco: se centra en evaluar los efectos. El resultado es una carga promedio y la conclusión es una recomendación.
GT-013,mistral-7b#r3,El objetivo está implícito pero inequívoco.
GT-013,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD y presenta los componentes necesarios. La coherencia es buena, aunque hay una pequeña repetición en la descripción de los resultados. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la calidad del macizo rocoso. La consistencia metodológica es 3 porque la conclusión menciona una recomendación basada en los resultados, pero no se explica claramente cómo los resultados respaldan esa recomendación."
GT-013,qwen3-8b#r2,"El resumen presenta una secuencia lógica con los componentes IMRyD. La coherencia es 4 debido a la repetición de términos como 'Split set' y la ausencia de transiciones entre las descripciones de los resultados. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante evaluar la calidad del macizo rocoso. La consistencia metodológica es 3 porque la conclusión afirma que el Split set corrugado tiene mayor capacidad de anclaje, lo cual se respalda con datos numéricos, pero no se menciona cómo se obtuvieron los datos ni si se realizaron pruebas estadísticas para validar las diferencias observadas."
GT-013,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD y presenta cada componente con claridad. La coherencia es buena, aunque hay un pequeño salto al mencionar la carga promedio soportada por los pernos. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la calidad del macizo rocoso. La consistencia metodológica es moderada, ya que la conclusión menciona una recomendación basada en los resultados, pero no se explica claramente cómo los resultados respaldan esa recomendación."
GT-014,A1,"D2=2: mas de la mitad del resumen es una definicion generica de diseno descriptivo que no dice nada del estudio. Metodo detallado=0: sin poblacion, sin muestra y con el instrumento reducido a 'un cuestionario'. D4=2: concluye que el habito lector 'es bueno' apoyandose en que el 40% dice leer siempre, dato que no sostiene la afirmacion."
GT-014,A2,"La mitad del resumen es la definicion generica de 'diseno descriptivo simple', con erratas ('la acaecimiento', 'yaque'), y no informa tamano de muestra ni numero de items: D3 Metodo detallado=0. Concluye que el habito lector 'es bueno' porque el 40% dice leer a menudo, juicio que ese dato no sostiene."
GT-014,gpt-oss-20b#r1,"Resumen narrativo sin encabezados, cumple con los componentes y presenta coherencia aceptable."
GT-014,gpt-oss-20b#r2,"El resumen presenta objetivo, método, resultado y conclusión en orden. La conclusión responde al objetivo y se alinea con la metodología descriptiva. El flujo es relativamente coherente aunque algo denso; se le asigna 4 en coherencia. No se detectan contradicciones. El resumen es evaluable."
GT-014,gpt-oss-20b#r3,Observaciones: Conclusión breve pero responde al objetivo
GT-014,mistral-7b#r2,Metodología detallada aunque no se especifica el diseño
GT-014,mistral-7b#r3,Instrumento genérico
GT-014,qwen3-8b#r1,"El resumen presenta los cuatro componentes canónicos en orden. La coherencia es 3 debido a que el texto tiene una progresión general, pero hay saltos de tema y repeticiones. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar los hábitos de lectura. El método detallado es 1 porque se menciona el diseño descriptivo y el instrumento utilizado (cuestionario). Los resultados son concretos porque se menciona el 40% de los estudiantes que leen a menudo. La conclusión responde al objetivo porque afirma que los hábitos de lectura son buenos. La consistencia metodológica es 3 porque la conclusión afirma que los hábitos son buenos, pero los resultados no proporcionan evidencia suficiente para apoyar esa afirmación."
GT-014,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD. La metodología se describe como un diseño descriptivo simple, aunque no se detalla el tipo de muestra o instrumento. Los resultados son concretos (40% siempre leen a menudo). La conclusión responde al objetivo. Sin embargo, la coherencia organizacional es moderada debido a la falta de transiciones claras y a la repetición de términos. La contextualización es cero ya que el resumen comienza directamente con el objetivo sin situar el problema. La consistencia metodológica es moderada, ya que la conclusión afirma que los hábitos de lectura son buenos, pero no se justifica con datos suficientes."
GT-014,qwen3-8b#r3,"El resumen presenta los cuatro componentes canónicos en orden lógico. La coherencia se califica en 3 debido a que el texto presenta una progresión general, pero hay algunos saltos de tema y repeticiones. La contextualización es 0 porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar los hábitos de lectura. El método detallado se califica en 1 debido a que se menciona el diseño descriptivo y el uso de un cuestionario. Los resultados son concretos, ya que se menciona que el 40% de los estudiantes leen a menudo. La conclusión responde al objetivo, ya que se afirma que los hábitos de lectura son buenos. La consistencia metodológica se califica en 3 debido a que la conclusión afirma que los hábitos son buenos, pero no se respalda con datos suficientes."
GT-015,A1,"D4=1, contradiccion abierta: afirma que existe relacion en las tres dimensiones especificas tras reportar p = 0,057, p = 0,277 y p = 0,272, todos por encima de 0,05, y con ello rechaza la hipotesis nula. D2=3 por la formula repetida cuatro veces y porque los resultados solo aparecen dentro de las conclusiones."
GT-015,A2,"Formula repetida cuatro veces con los resultados incrustados en las conclusiones. Contradiccion abierta: afirma que existe relacion en desarrollo personal (p=0,057), relaciones interpersonales (p=0,277) y desarrollo etico (p=0,272) y rechaza la hipotesis nula pese a que ninguna alcanza significancia."
GT-015,gpt-oss-20b#r1,"Resumen presenta buena coherencia y orden lógico; se repite la conclusión en varias frases, pero no hay contradicciones ni falta de consistencia metodológica."
GT-015,gpt-oss-20b#r2,"Resumen cumple objetivo, método, resultados y conclusión con buena secuencia. Flujo coherente, aunque algo repetitivo. No proporciona contexto del problema (población, importancia). Consistencia metodológica alta."
GT-015,gpt-oss-20b#r3,Repetitive phrasing of correlation results but overall flow is coherent.
GT-015,mistral-7b#r2,El resumen carece de metodología detallada
GT-015,mistral-7b#r3,"La muestra es un subsampling de la población, el resultado concreto se refiere a la correlación de Pearson y no a una magnitud, el método detallado incluye un cuestionario pero no otro instrumento y el resultado se refiere a correlaciones y significancias estadísticas."
GT-015,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, aunque hay algunas repeticiones y adjetivaciones que reducen la puntuación. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante estudiar la relación entre bullying y convivencia escolar. La metodología es detallada con el diseño, la población, la muestra y los instrumentos. Los resultados son concretos con correlaciones y p-valores. La conclusión responde al objetivo al rechazar la hipótesis nula y aceptar la hipótesis alterna. La consistencia metodológica es 3 porque las conclusiones se basan en los resultados, pero hay una ligera ambigüedad en la interpretación de los p-valores."
GT-015,qwen3-8b#r2,"El resumen presenta una secuencia lógica (objetivo → metodología → resultados → conclusiones) y cumple con los componentes IMRyD. La coherencia organizacional es 3 debido a que la discusión de los resultados y conclusiones se presenta de manera clara, pero no se menciona por qué es importante estudiar la relación entre el bullying y la convivencia escolar. La completitud de componentes es 1, ya que se proporciona información contextualizada sobre la población y muestra, y los resultados son concretos. La consistencia metodológica es 2 porque las conclusiones se basan en la correlación de Pearson y el p-valor, pero no se menciona si estos resultados son significativos o si se cumplen los criterios de significancia estadística."
